currImg,x,y,cond
2,43.72819429,65.11938269,pulse
2,54.53792207,48.76567047,pulse
2,59.75283623,31.03588613,pulse
2,67.91137525,31.63991627,pulse
2,55.23796185,8.090337264,pulse
3,39.83478862,76.3541723,size
3,43.96074908,64.45188012,size
3,63.56953004,50.28201165,size
3,55.81318057,77.66801429,size
3,90.94603788,66.46958837,size
3,72.66757013,50.56994671,size
3,53.26654195,41.44244567,size
3,62.36496957,72.47379359,size
3,71.26327476,44.39030491,size
3,51.42153044,40.13284609,size
3,46.17702189,57.86404396,size
3,71.34960564,86.03601072,size
3,61.58771498,24.76385587,size
3,62.56470127,36.5204235,size
3,45.2726966,50.47458595,size
3,53.56306496,28.40902736,size
3,47.74440143,35.87582798,size
3,92.32134433,34.20784819,size
3,48.79518888,65.95167953,size
3,52.308049,64.51784454,size
3,53.05053891,73.0574831,size
3,75.14442544,55.52761551,size
3,69.79769994,28.35890952,size
3,48.1020771,46.90374447,size
3,81.66718688,59.36987314,size
3,51.84042521,30.26929302,size
3,57.63143892,82.38097039,size
3,52.06890941,86.8942678,size
3,74.76778681,22.77148293,size
3,47.36069746,63.88283286,size
3,11.12290007,39.69436359,color
3,48.25376337,45.64538555,color
3,27.20903626,63.44096621,color
3,18.07909339,34.21525062,color
3,36.17263958,35.43532742,color
3,8.358974585,23.6520307,color
3,38.24484338,50.60983158,color
3,64.81320594,70.9758553,color
3,29.79933399,46.84050527,color
3,38.23454626,68.97579985,color
3,39.89921208,29.83353903,color
3,47.51815569,40.88060336,color
3,49.8352082,32.44011368,color
3,39.28818685,55.59416298,color
3,32.76599593,46.12800238,color
3,14.21898917,36.28474939,color
3,37.55845496,7.446586772,color
3,36.25796821,51.49481078,color
3,34.16292224,48.75519968,color
3,20.16156991,62.82988285,color
3,18.95582955,35.62232216,color
3,17.50387448,97.21455079,color
3,2.006769096,60.68391117,color
3,24.95747092,2.363530045,color
3,52.41648071,24.72906299,color
3,23.95630062,63.04970414,color
3,32.56553369,44.07552045,color
3,39.9994352,43.72914974,color
3,13.96976752,36.06674444,color
3,13.15587224,33.49934244,color
3,49.62783797,25.56399761,pulse
3,54.8650574,32.82464099,pulse
3,34.47956812,48.09990648,pulse
3,33.48374546,55.6684575,pulse
3,46.11619196,35.91174126,pulse
3,77.71871295,0,pulse
3,23.14374313,15.57140246,pulse
3,56.1537225,36.41869111,pulse
3,61.84090276,40.68405303,pulse
3,65.67254336,8.703430286,pulse
3,30.46553271,18.09108755,pulse
3,47.60599267,33.54112005,pulse
3,67.72408229,44.60517713,pulse
3,46.31842718,26.09567546,pulse
3,56.8127626,40.93599278,pulse
3,39.88843953,42.91356573,pulse
3,39.4796911,29.49843755,pulse
3,28.5862583,59.70306237,pulse
3,54.14640286,48.21021388,pulse
3,58.87397243,37.4695734,pulse
3,59.62024143,9.130503157,pulse
3,54.05763828,53.49829734,pulse
3,58.89550961,57.97560781,pulse
3,45.0186301,40.08533993,pulse
3,43.54514749,26.41955574,pulse
3,47.36045836,26.14385203,pulse
3,31.07477391,45.41770788,pulse
3,32.84483998,0,pulse
3,66.14364662,59.98064625,pulse
3,55.76500927,38.52384209,pulse
4,63.7059319,62.45628412,size
4,66.64353397,25.29112155,size
4,52.76486439,58.13318007,size
4,56.98297499,10.82146641,size
4,52.05650569,49.67886873,size
4,73.19979342,32.85306774,size
4,66.30530943,76.01847818,size
4,59.56752507,62.17630347,size
4,42.78972275,48.74092863,size
4,48.18981892,53.36089152,size
4,64.12748116,71.07425519,size
4,78.58640517,27.39925058,size
4,63.82586504,33.82593873,size
4,49.98909791,22.65979612,size
4,73.42075982,46.99084027,size
4,48.4040774,48.83783148,size
4,51.26538934,32.8561456,size
4,58.06202244,50.35160291,size
4,55.32461425,72.11095301,size
4,52.13811743,40.78280107,size
4,53.25666131,50.33925807,size
4,72.54260694,36.68601695,size
4,80.96223673,61.55979445,size
4,62.76059307,54.07056854,size
4,63.26674918,49.14726954,size
4,58.72605683,54.22585118,size
4,51.31073843,48.00278088,size
4,50.4532856,60.91144826,size
4,82.31396608,64.91348437,size
4,39.41823992,62.82189626,size
4,64.96166156,80.74542428,color
4,45.64464666,35.50411872,color
4,46.2380033,38.89758215,color
4,44.37548754,39.22850748,color
4,48.51352057,23.19517408,color
4,60.27692859,35.62282605,color
4,53.3377791,31.74941849,color
4,46.9707836,65.39918746,color
4,50.44905382,6.380238032,color
4,62.75708366,48.84580759,color
4,30.02190606,36.16200132,color
4,42.33013115,15.84227581,color
4,73.11262355,36.48941486,color
4,30.31145563,29.84677215,color
4,43.11133999,34.73803835,color
4,31.96516855,29.35975561,color
4,35.40003594,15.55708196,color
4,55.10292327,57.90529322,color
4,65.30389321,42.6792076,color
4,76.93736099,32.18134997,color
4,70.19487836,54.52951442,color
4,46.31085675,52.50964858,color
4,48.64156802,35.09411961,color
4,50.19990199,57.37840638,color
4,52.85705363,60.09936866,color
4,35.96255948,21.03029127,color
4,68.28235315,53.3215565,color
4,65.57473977,46.24108916,color
4,46.81502719,27.05577044,color
4,50.7784543,23.62082892,color
4,28.72398514,65.07142885,pulse
4,44.26916874,44.71005052,pulse
4,98.12065576,20.87760401,pulse
4,44.80501093,31.87554732,pulse
4,60.1204759,50.61280467,pulse
4,36.21384096,16.93510491,pulse
4,68.19193771,21.94252155,pulse
4,64.05860856,37.67690246,pulse
4,31.41985339,26.28366438,pulse
4,39.92896881,40.43242176,pulse
4,44.00490251,25.42118752,pulse
4,65.86421924,33.68447162,pulse
4,57.55061309,42.50069833,pulse
4,83.1839006,54.29556656,pulse
4,49.55580368,18.62739056,pulse
4,52.73245862,66.00923563,pulse
4,38.08186766,39.71123961,pulse
4,45.43157458,25.86384518,pulse
4,47.40712352,24.43147721,pulse
4,71.52771988,29.33923394,pulse
4,64.13017777,67.72321052,pulse
4,68.33463234,56.71258105,pulse
4,34.9737408,46.35737435,pulse
4,47.19115414,28.92691656,pulse
4,45.09234703,59.80339772,pulse
4,58.32676202,21.813675,pulse
4,56.4486495,32.64466669,pulse
4,68.04432364,37.94768471,pulse
4,19.79141436,66.33728533,pulse
4,61.24296902,57.16429686,pulse
5,63.94836063,17.38965322,size
5,29.24933542,17.07800105,size
5,60.13611769,41.61264523,size
5,57.82098232,82.13422861,size
5,60.06411216,47.71008069,size
5,68.64026874,31.50946551,size
5,50.3025595,23.61002231,size
5,42.08995559,47.7928977,size
5,72.08725094,35.83176491,size
5,54.28079127,38.82034862,size
5,65.5762169,47.42278993,size
5,63.64015067,24.45800391,size
5,68.74511913,39.08503508,size
5,59.3468611,48.72277657,size
5,59.92702242,29.84525512,size
5,68.69103833,17.5843894,size
5,25.83789057,30.24278295,size
5,51.12552291,27.83016997,size
5,43.68492821,49.59962125,size
5,58.39510218,3.07962304,size
5,40.19820276,43.9384126,size
5,61.64804519,19.3093694,size
5,75.77407489,20.22907255,size
5,73.09290763,27.02985241,size
5,71.84880308,36.53777012,size
5,59.63812459,8.595151507,size
5,53.25310501,17.24340875,size
5,46.42804795,49.29909958,size
5,83.41029759,37.53579152,size
5,40.63681242,57.22843534,size
5,86.43423094,24.90589823,color
5,36.27231026,41.75864535,color
5,58.44815434,45.3334444,color
5,66.17565298,53.07217873,color
5,40.9610395,56.97316485,color
5,31.63425727,52.11460424,color
5,50.6618178,29.17331164,color
5,47.25941717,37.39166315,color
5,37.60044856,35.29976322,color
5,41.11952189,63.24470635,color
5,33.17046903,32.28280969,color
5,61.72986168,54.82131554,color
5,20.68484865,21.63931297,color
5,41.31742321,48.3224528,color
5,28.15167352,23.38703849,color
5,40.31093624,14.43659737,color
5,47.48371271,44.8585648,color
5,43.71484214,32.76987202,color
5,42.75852106,73.77255529,color
5,28.88819966,78.03907982,color
5,31.58188608,38.26696328,color
5,62.15675283,48.52651849,color
5,46.68430606,26.50602194,color
5,67.04156598,35.72552771,color
5,32.14708346,30.62023079,color
5,26.0193567,74.21399543,color
5,54.00682555,68.81820655,color
5,41.0818104,45.24448059,color
5,40.36106705,47.71032079,color
5,29.59319673,48.60194193,color
5,72.62953518,39.01964227,pulse
5,70.13477333,40.86708979,pulse
5,34.52264041,82.58669903,pulse
5,67.98125928,59.8510192,pulse
5,41.38247773,80.52518182,pulse
5,57.45105256,45.73921118,pulse
5,61.06144255,47.99767782,pulse
5,31.17520106,66.13452426,pulse
5,84.81705765,28.58073406,pulse
5,57.92592196,45.08683376,pulse
5,42.7041074,77.97900245,pulse
5,76.00968867,72.62267164,pulse
5,41.48412931,67.91268401,pulse
5,66.79371784,34.0133608,pulse
5,44.11471825,65.92742513,pulse
5,15.74694945,42.75587296,pulse
5,45.82143755,60.78267175,pulse
5,72.8580585,42.75846858,pulse
5,54.73756304,55.73127857,pulse
5,99.42782743,53.91095134,pulse
5,61.99268373,50.77526471,pulse
5,51.86604443,77.57834148,pulse
5,61.24752845,66.86156253,pulse
5,83.20877323,36.98321501,pulse
5,71.49530298,43.21957634,pulse
5,61.07322604,78.90023949,pulse
5,41.42318687,70.14207787,pulse
5,37.97961468,38.89308961,pulse
5,75.34577023,63.93630495,pulse
5,32.67110396,24.21082936,pulse
6,41.4291371,70.83899426,size
6,79.54037004,28.88068492,size
6,52.15119996,49.10783078,size
6,54.66696994,34.46416543,size
6,58.0755106,50.63881081,size
6,62.4037956,36.25236476,size
6,40.18437395,46.82890448,size
6,82.6476555,49.23694535,size
6,33.71617754,54.31680198,size
6,53.12949827,39.12952466,size
6,69.8390775,30.23236393,size
6,17.18873056,66.50964195,size
6,60.98128718,61.59353519,size
6,40.19214906,42.01987909,size
6,47.0888333,66.82776273,size
6,40.30360266,54.46313186,size
6,44.22654933,52.45111949,size
6,51.62049315,43.1399005,size
6,65.65269792,41.06406109,size
6,66.77733408,64.70016943,size
6,74.95534925,60.37926016,size
6,45.82732744,35.52309821,size
6,47.12660049,49.05452789,size
6,71.17370396,63.66947442,size
6,48.5965463,49.467831,size
6,41.13279541,51.64331244,size
6,56.40125755,41.9854275,size
6,60.07176379,25.06118633,size
6,47.43797112,40.74327719,size
6,65.7645019,46.82508441,size
6,65.93299829,48.32316241,color
6,51.98922735,23.08488508,color
6,43.70557356,25.26096369,color
6,50.75281255,19.1925976,color
6,53.78473564,61.13000875,color
6,45.85601549,29.30937725,color
6,73.71996831,26.6389452,color
6,45.17543933,7.552090164,color
6,74.22090124,12.64775803,color
6,26.42692601,22.11437311,color
6,82.04559199,10.24807581,color
6,62.72908401,57.88727149,color
6,41.53668514,13.4856509,color
6,75.6046072,14.20598718,color
6,25.54994491,43.69489279,color
6,60.20072952,40.41522679,color
6,72.50433838,39.71786957,color
6,29.54404111,28.32569996,color
6,30.30024151,37.47853186,color
6,45.74605686,19.81699463,color
6,65.79232173,53.36233929,color
6,50.03403393,36.62971958,color
6,50.28930403,16.25260667,color
6,68.77354693,26.18917652,color
6,30.16185476,31.82058689,color
6,60.39633091,41.75474457,color
6,47.76967748,27.81446412,color
6,65.8609459,0,color
6,52.19901396,39.0553335,color
6,88.34595802,46.17033009,color
6,46.32650897,18.88038354,pulse
6,68.08538172,38.94676613,pulse
6,48.57820638,22.87357439,pulse
6,40.18784389,69.06914657,pulse
6,43.37092953,59.3077818,pulse
6,28.76443228,34.49178039,pulse
6,44.85199368,39.65904041,pulse
6,47.0176533,49.51850737,pulse
6,64.61051406,40.68502255,pulse
6,43.39156401,54.89972684,pulse
6,47.12389993,43.25957995,pulse
6,68.75477478,68.89646095,pulse
6,63.49205211,75.23869484,pulse
6,58.32309238,16.57669925,pulse
6,60.95408737,29.76907585,pulse
6,56.92309189,38.18058982,pulse
6,27.28399843,49.25709213,pulse
6,40.4807875,86.54710606,pulse
6,67.39026292,60.60313993,pulse
6,60.87082621,62.70740039,pulse
6,39.23890204,37.8640544,pulse
6,19.46136554,58.81512382,pulse
6,71.18028326,52.83908207,pulse
6,62.25486956,33.99501727,pulse
6,24.73763577,43.03066332,pulse
6,56.06139281,50.30708932,pulse
6,30.43806558,56.84462075,pulse
6,38.58937025,50.08931162,pulse
6,37.17129148,48.10659082,pulse
6,46.06637945,54.97566701,pulse
7,47.81033643,25.00742816,size
7,28.30980387,57.80246815,size
7,40.7434912,38.58119854,size
7,42.949118,70.15229189,size
7,31.52329381,40.34084039,size
7,40.09332145,47.01166946,size
7,40.55344092,44.37981926,size
7,15.65316031,33.5140786,size
7,47.48085241,50.23912245,size
7,51.11436698,59.60029121,size
7,28.25930553,29.2453292,size
7,29.80238955,24.13494455,size
7,58.49934176,54.66348345,size
7,30.17026433,45.85225624,size
7,51.92354742,64.72333274,size
7,31.27355633,42.06254504,size
7,27.11104991,20.28470717,size
7,40.66526748,54.262834,size
7,47.01549038,25.28169677,size
7,8.16172536,66.05976856,size
7,22.59429033,30.63401082,size
7,27.05211185,56.64160612,size
7,60.13272904,50.93040081,size
7,23.2284496,47.59293599,size
7,39.96686122,31.82875261,size
7,52.65882602,73.26934345,size
7,48.01799739,49.50910111,size
7,42.5891179,44.59626114,size
7,26.87172819,35.23559368,size
7,19.39629706,45.44359743,size
7,45.72381137,63.89119355,color
7,57.88126661,28.05557471,color
7,62.22906405,71.97982354,color
7,74.62643295,62.17042066,color
7,33.84551844,43.4422241,color
7,72.9429861,48.02068818,color
7,68.11165273,52.36437368,color
7,70.26201123,51.72618859,color
7,58.20756847,54.65222247,color
7,63.59336753,94.30552196,color
7,60.1050976,44.79694252,color
7,30.43816603,66.53706155,color
7,48.97793994,54.14046105,color
7,56.68618765,54.41538576,color
7,76.74031196,46.67222237,color
7,25.45424217,65.12329556,color
7,66.15085183,62.23443703,color
7,22.17528864,66.16289717,color
7,90.20748932,37.56849809,color
7,51.92620253,61.68571633,color
7,68.2301412,50.30327226,color
7,72.39298,59.76697697,color
7,65.80883578,47.42652119,color
7,64.91829732,43.35572712,color
7,52.194338,37.39563236,color
7,84.19171784,75.80894351,color
7,53.23412208,41.75634597,color
7,54.27370331,60.87088972,color
7,56.12592674,29.34062464,color
7,70.00569755,47.01155621,color
7,53.47395574,35.49867917,pulse
7,60.54050801,70.12213433,pulse
7,74.48242859,72.97981485,pulse
7,74.33918183,45.34256362,pulse
7,65.56354633,56.14351206,pulse
7,64.82037233,74.86429115,pulse
7,58.90144237,67.25739987,pulse
7,58.11637993,47.18960853,pulse
7,79.63193569,37.35729967,pulse
7,61.28857359,75.17804206,pulse
7,55.39738603,52.76417346,pulse
7,46.12421569,33.96671556,pulse
7,66.10545175,53.22041592,pulse
7,63.2854406,61.73214961,pulse
7,58.50683279,41.22417443,pulse
7,39.91379726,30.4849634,pulse
7,55.73878422,30.50359092,pulse
7,50.40138353,50.33928738,pulse
7,66.1491638,55.76187281,pulse
7,69.079661,69.68024401,pulse
7,70.43295711,46.03682074,pulse
7,89.81412453,42.48252543,pulse
7,96.68124438,55.93727124,pulse
7,72.46846477,66.7680755,pulse
7,55.75563992,60.21871726,pulse
7,79.71981995,70.96988548,pulse
7,56.33599507,82.28582478,pulse
7,57.34434724,51.90632682,pulse
7,75.66856496,40.10375441,pulse
7,51.60964644,77.89894083,pulse
8,57.92603313,50.43512012,size
8,43.37061931,46.12734286,size
8,43.52578871,45.77173205,size
8,28.65213118,60.8867728,size
8,27.14268721,48.49755978,size
8,29.37928264,40.42966598,size
8,55.42797145,51.0162467,size
8,67.16466356,27.01670443,size
8,49.21962628,20.34730134,size
8,61.48301385,35.90621321,size
8,53.28291975,21.78809049,size
8,37.45773157,32.18677577,size
8,54.15056052,48.31896255,size
8,26.81450426,41.57610229,size
8,36.72538636,34.72860918,size
8,31.43233682,36.12326889,size
8,36.47970562,44.03450083,size
8,13.77574365,63.12190629,size
8,31.29079782,25.91010026,size
8,55.66067726,34.88937822,size
8,47.83910601,25.9776345,size
8,76.29977796,25.90404355,size
8,41.03047576,35.81684504,size
8,41.14979304,37.58948577,size
8,43.38446098,17.16857993,size
8,23.02472685,54.91099867,size
8,59.06203042,60.30939408,size
8,82.11050704,43.56120696,size
8,59.75561982,48.86984209,size
8,18.17564255,30.99046466,size
8,20.30728904,74.30348978,color
8,21.34412052,75.987844,color
8,16.56244471,65.32603919,color
8,46.09160417,82.78425103,color
8,20.77607466,88.56760883,color
8,29.23787913,82.9509838,color
8,35.92730883,70.02563245,color
8,20.58348357,64.96944673,color
8,34.15042309,83.48889612,color
8,52.83804734,52.95973903,color
8,33.11244487,90.27752143,color
8,43.35656205,65.57176398,color
8,23.21412788,66.63779816,color
8,22.16572409,100,color
8,15.23152863,79.57369649,color
8,13.37115116,59.99025331,color
8,19.52298461,91.55379126,color
8,46.73075159,91.17440753,color
8,49.62371678,71.99169993,color
8,8.931579136,95.26699664,color
8,0,47.46377058,color
8,12.78514783,85.57807265,color
8,46.69512537,59.33197312,color
8,23.25445862,97.63609453,color
8,38.76889195,48.00686924,color
8,44.42259418,76.51832989,color
8,18.58547822,73.24637182,color
8,33.36764539,60.1016866,color
8,32.0734119,49.86777716,color
8,53.85264484,79.50676182,color
8,55.43996144,32.98178496,pulse
8,82.05975268,17.39628307,pulse
8,73.94659975,12.81115799,pulse
8,56.20979642,42.51184219,pulse
8,79.36282156,44.74358672,pulse
8,58.92412608,42.09127733,pulse
8,49.15887842,33.69915288,pulse
8,59.60572485,34.61212735,pulse
8,46.13844074,37.98113555,pulse
8,63.25669119,26.82248749,pulse
8,60.25684787,60.25623641,pulse
8,60.54311219,52.94327493,pulse
8,83.82836554,14.71592402,pulse
8,52.76769802,33.23815974,pulse
8,74.41744662,44.97805748,pulse
8,41.78787772,11.94438029,pulse
8,56.36703038,38.42814356,pulse
8,79.18670544,43.46868266,pulse
8,44.71386315,41.09496533,pulse
8,88.94817744,33.9589031,pulse
8,69.33809955,42.22298133,pulse
8,49.82218319,25.77050937,pulse
8,51.37586552,58.02422648,pulse
8,64.33215098,28.08522386,pulse
8,60.27762236,35.33737603,pulse
8,25.32613702,45.35739819,pulse
8,63.1714601,37.2137587,pulse
8,55.33312941,46.69005495,pulse
8,79.83510112,47.95805019,pulse
8,62.54539577,25.17731591,pulse
9,43.14547369,27.61501443,size
9,39.42908994,38.83339536,size
9,50.48067782,26.15212535,size
9,20.29272624,32.85391925,size
9,46.60311581,56.89957807,size
9,17.15417621,39.78554477,size
9,67.1068425,61.60416029,size
9,56.19072345,56.7527219,size
9,36.10673301,30.56383228,size
9,44.69590481,11.13668,size
9,70.81822603,47.11023772,size
9,35.72028156,37.70212143,size
9,44.9850899,37.65982453,size
9,47.43129611,56.07966262,size
9,21.22232411,48.71440112,size
9,22.35593396,58.54069231,size
9,46.48721172,42.24273772,size
9,53.16073054,79.82690535,size
9,25.18834244,46.1898127,size
9,33.69507413,28.48358195,size
9,6.74601874,62.98153466,size
9,13.11491087,30.02530437,size
9,45.70056987,42.69305885,size
9,67.93184176,60.69888176,size
9,49.84716092,36.15611267,size
9,23.9727268,46.59452408,size
9,40.06558984,48.25565963,size
9,51.72792319,38.17137522,size
9,15.3235227,82.3839895,size
9,34.87969219,43.67713305,size
9,59.16401756,69.37715783,color
9,74.13117846,69.71110605,color
9,49.13592831,72.43225998,color
9,68.11727539,52.38913058,color
9,68.08171154,88.29020332,color
9,59.3860583,51.86201611,color
9,65.35422206,59.23132774,color
9,58.29057652,55.6608835,color
9,100,74.69872938,color
9,61.64254672,68.74259634,color
9,41.56434608,77.30604255,color
9,59.89479594,67.81504846,color
9,40.14932669,53.03626084,color
9,48.17538065,85.79511356,color
9,45.91748947,67.4141882,color
9,59.54389115,74.50837419,color
9,30.59082078,77.67034294,color
9,73.3792932,69.96716954,color
9,46.36784366,78.81643848,color
9,69.57141243,77.19987335,color
9,45.52989868,75.56519805,color
9,65.44726913,59.06155085,color
9,68.35698022,76.36446118,color
9,74.80284723,91.33116861,color
9,76.06124866,100,color
9,44.31484172,77.88900532,color
9,69.19696688,74.59034077,color
9,66.02375231,82.26044688,color
9,63.07981944,81.43315532,color
9,47.23369333,88.95106147,color
9,51.66353967,71.60769438,pulse
9,51.14755778,68.30845994,pulse
9,58.35296065,100,pulse
9,63.68258768,74.80682338,pulse
9,49.25703019,59.07579569,pulse
9,29.41630804,63.13869885,pulse
9,32.93756752,89.41303548,pulse
9,50.85433726,63.83513067,pulse
9,48.82817397,64.60755114,pulse
9,24.39462308,91.78602265,pulse
9,53.44179156,64.25125055,pulse
9,47.16822747,78.83463386,pulse
9,33.63899096,79.67827251,pulse
9,36.01759982,67.6374252,pulse
9,48.71209434,34.34566785,pulse
9,42.1488923,50.49571424,pulse
9,56.96279349,21.19753866,pulse
9,47.61594531,51.48321789,pulse
9,48.11010697,76.74543821,pulse
9,46.32710744,70.12122824,pulse
9,77.17747505,35.53377228,pulse
9,64.68694917,59.36166189,pulse
9,49.44324906,52.88615091,pulse
9,53.57103196,38.09261427,pulse
9,55.04691865,57.9864747,pulse
9,54.41644521,45.20911262,pulse
9,55.28234072,69.08968125,pulse
9,61.87446155,74.02544722,pulse
9,40.12966396,60.83080876,pulse
9,55.03104976,66.59670707,pulse
10,75.93434701,50.71417198,size
10,40.58726667,89.09237957,size
10,35.47554691,58.495681,size
10,52.59905956,81.99662971,size
10,55.93788531,43.60979747,size
10,39.80995206,34.88534957,size
10,64.36792797,40.26692832,size
10,35.75043529,30.33882669,size
10,52.87224789,46.03328306,size
10,60.73769512,60.58146297,size
10,49.6353899,63.51732364,size
10,53.40025257,45.31516238,size
10,65.92638834,53.22493221,size
10,39.44074676,51.62140612,size
10,64.25714781,25.41114602,size
10,49.7358591,59.47577474,size
10,58.54181175,46.24391703,size
10,85.69716426,30.77598183,size
10,47.74651184,70.28979118,size
10,58.46278409,74.58640017,size
10,51.20817997,46.89020732,size
10,47.92690805,56.15928502,size
10,43.87672732,40.06300872,size
10,52.01741162,40.97269455,size
10,35.45251902,63.82830572,size
10,57.75222503,58.95502697,size
10,58.38023286,45.02967776,size
10,30.29843455,46.21851885,size
10,54.42320047,54.61074632,size
10,57.88752042,46.00111317,size
10,12.9167423,42.16790727,color
10,33.59380878,55.99719848,color
10,10.74492983,36.06083648,color
